  0.3000000E-06        0.0000
  0.2892074E-06        0.1000
  0.2805880E-06        0.2000
  0.2720393E-06        0.3000
  0.2635546E-06        0.4000
  0.2551294E-06        0.5000
  0.2467619E-06        0.6000
  0.2384531E-06        0.7000
  0.2302068E-06        0.8000
  0.2220294E-06        0.9000
  0.2139292E-06        1.0000
  0.2059157E-06        1.1000
  0.1979995E-06        1.2000
  0.1901914E-06        1.3000
  0.1825019E-06        1.4000
  0.1749412E-06        1.5000
  0.1675188E-06        1.6000
  0.1602432E-06        1.7000
  0.1531224E-06        1.8000
  0.1461635E-06        1.9000
  0.1393727E-06        2.0000
  0.1327556E-06        2.1000
  0.1263172E-06        2.2000
  0.1200615E-06        2.3000
  0.1139922E-06        2.4000
  0.1081123E-06        2.5000
  0.1024239E-06        2.6000
  0.9692885E-07        2.7000
  0.9162821E-07        2.8000
  0.8652248E-07        2.9000
  0.8161163E-07        3.0000
  0.7237350E-07        3.2000
  0.6390123E-07        3.4000
  0.5617601E-07        3.6000
  0.4917231E-07        3.8000
  0.4285900E-07        4.0000
  0.3720039E-07        4.2000
  0.3215738E-07        4.4000
  0.2768857E-07        4.6000
  0.2375127E-07        4.8000
  0.2030244E-07        5.0000
  0.1474444E-07        5.4000
  0.1064474E-07        5.8000
  0.7729372E-08        6.2000
  0.5784057E-08        6.6000
  0.4415791E-08        7.0000
  0.3446136E-08        7.4000
  0.2750500E-08        7.8000
  0.2242875E-08        8.2000
  0.1864472E-08        8.6000
  0.1575436E-08        9.0000
  0.1348904E-08        9.4000
  0.1166811E-08        9.8000
  0.1016986E-08       10.2000
  0.8372533E-09       10.8000
  0.6944805E-09       11.4000
  0.5785508E-09       12.0000
  0.4830807E-09       12.6000
  0.4037597E-09       13.2000
  0.3374919E-09       13.8000
  0.2819455E-09       14.4000
  0.2353062E-09       15.0000
  0.1961274E-09       15.6000
  0.1632335E-09       16.2000
  0.1356457E-09       16.8000
  0.1125544E-09       17.4000
  0.9327683E-10       18.0000
  0.7723597E-10       18.6000
  0.6394349E-10       19.2000
  0.5296738E-10       19.8000
  0.4392111E-10       20.4000
  0.3238445E-10       21.4000
  0.2404365E-10       22.4000
  0.1799047E-10       23.4000
  0.1356441E-10       24.4000
  0.1028778E-10       25.4000
  0.7829741E-11       26.4000
  0.5965211E-11       27.4000
  0.4540876E-11       28.4000
  0.3451364E-11       29.4000
  0.2620637E-11       30.4000
  0.1989726E-11       31.4000
  0.1511429E-11       32.4000
  0.1148317E-11       33.4000
  0.8717276E-12       34.4000
  0.6604810E-12       35.4000
  0.4991608E-12       36.4000
  0.3764388E-12       37.4000
  0.2835263E-12       38.4000
  0.2133683E-12       39.4000
  0.1604548E-12       40.4000
  0.1206227E-12       41.4000
  0.9068872E-13       42.4000
  0.6818344E-13       43.4000
  0.5124307E-13       44.4000
  0.3849869E-13       45.4000
  0.2892242E-13       46.4000
  0.2172706E-13       47.4000
  0.1631967E-13       48.4000
  0.1225181E-13       49.4000
  0.9171616E-14       50.4000
  0.4530817E-14       52.9000
  0.2231535E-14       55.4000
  0.1092849E-14       57.9000
  0.5358998E-15       60.4000
  0.2628865E-15       62.9000
  0.1288227E-15       65.4000
  0.6300490E-16       67.9000
  0.3105456E-16       70.4000
  0.1505427E-16       72.9000
  0.7274542E-17       75.4000
  0.3492363E-17       77.9000
  0.1642024E-17       80.4000
  0.9807493E-18       82.9000
  0.2637690E-18       85.4000
  0.4463749E-19       87.9000
  0.1905162E-18       90.4000
  0.1034065E-18       92.9000
  0.1604376E-18       95.4000
  0.1142948E-19       97.9000
  0.7171529E-19      100.4000
  0.4916753E-19      102.9000
  0.3000000E-06        0.0000
  0.2897936E-06        0.1000
  0.2817682E-06        0.2000
  0.2738301E-06        0.3000
  0.2659800E-06        0.4000
  0.2582190E-06        0.5000
  0.2505480E-06        0.6000
  0.2429682E-06        0.7000
  0.2354807E-06        0.8000
  0.2280867E-06        0.9000
  0.2207876E-06        1.0000
  0.2135848E-06        1.1000
  0.2064797E-06        1.2000
  0.1994737E-06        1.3000
  0.1925687E-06        1.4000
  0.1857661E-06        1.5000
  0.1790677E-06        1.6000
  0.1724754E-06        1.7000
  0.1659910E-06        1.8000
  0.1596163E-06        1.9000
  0.1533534E-06        2.0000
  0.1472043E-06        2.1000
  0.1411709E-06        2.2000
  0.1352553E-06        2.3000
  0.1294597E-06        2.4000
  0.1237859E-06        2.5000
  0.1182362E-06        2.6000
  0.1128126E-06        2.7000
  0.1075170E-06        2.8000
  0.1023514E-06        2.9000
  0.9731761E-07        3.0000
  0.8765187E-07        3.2000
  0.7853404E-07        3.4000
  0.6997529E-07        3.6000
  0.6198435E-07        3.8000
  0.5456709E-07        4.0000
  0.4772610E-07        4.2000
  0.4146049E-07        4.4000
  0.3576561E-07        4.6000
  0.3063294E-07        4.8000
  0.2604999E-07        5.0000
  0.1848215E-07        5.4000
  0.1286935E-07        5.8000
  0.8968730E-08        6.2000
  0.6677395E-08        6.6000
  0.5243117E-08        7.0000
  0.4237516E-08        7.4000
  0.3494740E-08        7.8000
  0.2920355E-08        8.2000
  0.2460456E-08        8.6000
  0.2082357E-08        9.0000
  0.1764536E-08        9.4000
  0.1492485E-08        9.8000
  0.1257210E-08       10.2000
  0.9643197E-09       10.8000
  0.7363634E-09       11.4000
  0.5613293E-09       12.0000
  0.4280568E-09       12.6000
  0.3271087E-09       13.2000
  0.2508251E-09       13.8000
  0.1931748E-09       14.4000
  0.1495145E-09       15.0000
  0.1163274E-09       15.6000
  0.9098039E-10       16.2000
  0.7151499E-10       16.8000
  0.5647960E-10       17.4000
  0.4479815E-10       18.0000
  0.3567091E-10       18.6000
  0.2850051E-10       19.2000
  0.2283743E-10       19.8000
  0.1833978E-10       20.4000
  0.1283495E-10       21.4000
  0.9027735E-11       22.4000
  0.6378850E-11       23.4000
  0.4525574E-11       24.4000
  0.3222390E-11       25.4000
  0.2301893E-11       26.4000
  0.1649105E-11       27.4000
  0.1184522E-11       28.4000
  0.8528302E-12       29.4000
  0.6153405E-12       30.4000
  0.4448594E-12       31.4000
  0.3221926E-12       32.4000
  0.2337402E-12       33.4000
  0.1698335E-12       34.4000
  0.1235774E-12       35.4000
  0.9004031E-13       36.4000
  0.6568709E-13       37.4000
  0.4797733E-13       38.4000
  0.3508109E-13       39.4000
  0.2567793E-13       40.4000
  0.1881401E-13       41.4000
  0.1379771E-13       42.4000
  0.1012783E-13       43.4000
  0.7440256E-14       44.4000
  0.5470263E-14       45.4000
  0.4025003E-14       46.4000
  0.2963780E-14       47.4000
  0.2183621E-14       48.4000
  0.1609311E-14       49.4000
  0.1184029E-14       50.4000
  0.5575424E-15       52.9000
  0.2624037E-15       55.4000
  0.1238212E-15       57.9000
  0.5865107E-16       60.4000
  0.2782274E-16       62.9000
  0.1320611E-16       65.4000
  0.6327389E-17       67.9000
  0.3067356E-17       70.4000
  0.1509985E-17       72.9000
  0.7152491E-18       75.4000
  0.3783052E-18       77.9000
  0.1554875E-18       80.4000
  0.5207895E-19       82.9000
  0.4543428E-19       85.4000
  0.2620818E-19       87.9000
  0.1994015E-19       90.4000
  0.1777471E-19       92.9000
  0.1464100E-19       95.4000
  0.1000000E-19       97.9000
  0.1572283E-19      100.4000
  0.1741264E-19      102.9000
  0.3000000E-06        0.0000
  0.2907416E-06        0.1000
  0.2836640E-06        0.2000
  0.2766722E-06        0.3000
  0.2697661E-06        0.4000
  0.2629458E-06        0.5000
  0.2562110E-06        0.6000
  0.2495621E-06        0.7000
  0.2429989E-06        0.8000
  0.2365218E-06        0.9000
  0.2301309E-06        1.0000
  0.2238265E-06        1.1000
  0.2176091E-06        1.2000
  0.2114789E-06        1.3000
  0.2054364E-06        1.4000
  0.1994820E-06        1.5000
  0.1936164E-06        1.6000
  0.1878401E-06        1.7000
  0.1821537E-06        1.8000
  0.1765579E-06        1.9000
  0.1710535E-06        2.0000
  0.1656410E-06        2.1000
  0.1603214E-06        2.2000
  0.1550954E-06        2.3000
  0.1499640E-06        2.4000
  0.1449279E-06        2.5000
  0.1399880E-06        2.6000
  0.1351453E-06        2.7000
  0.1304008E-06        2.8000
  0.1257552E-06        2.9000
  0.1212095E-06        3.0000
  0.1124213E-06        3.2000
  0.1040438E-06        3.4000
  0.9608348E-07        3.6000
  0.8854656E-07        3.8000
  0.8143809E-07        4.0000
  0.7476197E-07        4.2000
  0.6852065E-07        4.4000
  0.6271483E-07        4.6000
  0.5734314E-07        4.8000
  0.5240187E-07        5.0000
  0.4379135E-07        5.4000
  0.3678781E-07        5.8000
  0.3123740E-07        6.2000
  0.2692241E-07        6.6000
  0.2357989E-07        7.0000
  0.2094811E-07        7.4000
  0.1881141E-07        7.8000
  0.1701466E-07        8.2000
  0.1545408E-07        8.6000
  0.1406234E-07        9.0000
  0.1279725E-07        9.4000
  0.1163103E-07        9.8000
  0.1055321E-07       10.2000
  0.9068766E-08       10.8000
  0.7744312E-08       11.4000
  0.6574055E-08       12.0000
  0.5541166E-08       12.6000
  0.4632544E-08       13.2000
  0.3837141E-08       13.8000
  0.3147572E-08       14.4000
  0.2558142E-08       15.0000
  0.2061148E-08       15.6000
  0.1647178E-08       16.2000
  0.1306293E-08       16.8000
  0.1028589E-08       17.4000
  0.8046058E-09       18.0000
  0.6256103E-09       18.6000
  0.4837622E-09       19.2000
  0.3721863E-09       19.8000
  0.2849729E-09       20.4000
  0.1825960E-09       21.4000
  0.1164704E-09       22.4000
  0.7423009E-10       23.4000
  0.4744054E-10       24.4000
  0.3050413E-10       25.4000
  0.1978844E-10       26.4000
  0.1297765E-10       27.4000
  0.8614546E-11       28.4000
  0.5789913E-11       29.4000
  0.3938661E-11       30.4000
  0.2709327E-11       31.4000
  0.1882224E-11       32.4000
  0.1318830E-11       33.4000
  0.9307616E-12       34.4000
  0.6608454E-12       35.4000
  0.4715505E-12       36.4000
  0.3378757E-12       37.4000
  0.2429355E-12       38.4000
  0.1751855E-12       39.4000
  0.1266472E-12       40.4000
  0.9175709E-13       41.4000
  0.6660695E-13       42.4000
  0.4843349E-13       43.4000
  0.3527326E-13       44.4000
  0.2572515E-13       45.4000
  0.1878522E-13       46.4000
  0.1373299E-13       47.4000
  0.1004722E-13       48.4000
  0.7349498E-14       49.4000
  0.5359102E-14       50.4000
  0.2502901E-14       52.9000
  0.1166779E-14       55.4000
  0.5454020E-15       57.9000
  0.2557733E-15       60.4000
  0.1206269E-15       62.9000
  0.5699321E-16       65.4000
  0.2698629E-16       67.9000
  0.1279104E-16       70.4000
  0.6143567E-17       72.9000
  0.2980380E-17       75.4000
  0.1326493E-17       77.9000
  0.6768256E-18       80.4000
  0.2947893E-18       82.9000
  0.1110663E-18       85.4000
  0.3476338E-19       87.9000
  0.1460541E-19       90.4000
  0.3847006E-19       92.9000
  0.1105356E-19       95.4000
  0.1174062E-19       97.9000
  0.1000000E-19      100.4000
  0.1000000E-19      102.9000
  0.3000000E-06        0.0000
  0.2910236E-06        0.1000
  0.2842285E-06        0.2000
  0.2775198E-06        0.3000
  0.2708973E-06        0.4000
  0.2643610E-06        0.5000
  0.2579108E-06        0.6000
  0.2515469E-06        0.7000
  0.2452691E-06        0.8000
  0.2390778E-06        0.9000
  0.2329731E-06        1.0000
  0.2269553E-06        1.1000
  0.2210247E-06        1.2000
  0.2151815E-06        1.3000
  0.2094263E-06        1.4000
  0.2037593E-06        1.5000
