0	2.213
0.25	82.04
0.75	102.84
1.25	131.96
1.75	172
2.25	201.76
2.75	243.32
3.25	293.84
3.75	310.28
4.25	345.64
4.75	383.4
5.5	440
6.5	519.9
7.5	588.9
8.5	641.6
9.5	706.8
11	733.9
13	813
15	910.7
17	1025
19	1073
23	1194
27	1370
31	1411
35	1458
39	1604
