0	33.21734
0.25	249.2064
0.75	306.8252
1.25	490.0652
1.75	582.7032
2.25	529.869
2.75	902.966
3.25	1133.034
3.75	1092.314
4.25	1163.065
4.75	1165.101
5.5	1414.511
6.5	1609.967
7.5	1563.139
8.5	1643.052
9.5	1666.466
11	1746.888
13	1822.22
15	1769.284
17	1876.174
19	1909.5644
23	2380.084
27	2815.788
31	2978.668
35	3510.064
39	3607.792
43	3809.356
