0	11.2
0.5	44.14
1.5	46.2
2.5	48.84
3.5	47.46
4.5	48.96
5.5	49.98
6.5	49.64
7.5	48.04
8.5	48.6
9.5	49.52
11	50.1
13	49.86
15	50.9
17	51
19	51.92
23	52.5
27	52.96
31	53.18
35	53.52
