0	11.2
0.5	44.14
1.5	46.2
2.5	48.84
3.5	47.46
4.5	48.96
5.5	49.98
6.5	49.64
7.5	48.04
8.5	48.6
9.5	49.52
11	50.1
13	49.86
15	50.9
17	51
19	51.92
23	52.5
27	52.96
31	53.18
35	53.52
0	3.727
0.25	100.88
0.75	66.22
1.25	71.66
1.75	66.9
2.25	63.72
2.75	63.6
3.25	60.98
3.75	63.26
4.25	62.92
4.75	63.14
5.5	62.68
6.5	62.46
7.5	62
8.5	61.1
9.5	61.56
11	61.9
13	60.64
15	59.5
17	59.96
19	59.4
23	58.02
27	57.46
31	57.46
35	57.46
39	58.82
